,product_url,product_name,price,rating,number_of_reviews,ASIN,product_description,manufacturer
246,https://www.amazon.in//Farraige%C2%AE-Silicone-Crossbody-Waterproof-Stationery/dp/B0B4G8W6MQ/ref=sr_1_241?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-241,Farraige® Cartoon Soft Silicone Bag Crossbody Shoulder Bag Purse Waterproof Anti Fall Stationery Storage Bag Handbag Sweet Birthday Gift for Children Students Girls,₹598,19,19,,,
247,https://www.amazon.in//Wildcraft-Typo_Blk-Casual-Backpack-11619-Typo_Blk/dp/B079MBFH5V/ref=sr_1_242?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-242,Wildcraft 35 ltrs (19 Cms) Casual Backpack(11619-Typo_Blk_Black),"₹1,298",340,340,,,
248,https://www.amazon.in//Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-243,wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,₹474,201,201,,,
249,https://www.amazon.in//Shalimar-Reusable-Grocery-Multipurpose-Green/dp/B097J7KCL4/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-244,Shalimar Reusable Grocery/Multipurpose Bags (Blue/Green) (16 x 15 x 5 Inch) - Pack of 2,₹54.81,,,,,
250,https://www.amazon.in//Marma-Zig-Zag-Sling-Navy/dp/B08KR4WRM6/ref=sr_1_245?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-245,Lavie Women's Marma Dome Sling Bag| Ladies Purse Handbag,"₹1,019","2,791","2,791",,,
251,https://www.amazon.in//Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5/ref=sr_1_246?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-246,"Nivia 5227 Pulse Junior Bag, Others (Orange) (ORNAGE)",₹369,139,139,,,
252,https://www.amazon.in//HP-Odyssey-Backpack-15-6-inch-Laptop/dp/B012K57MYE/ref=sr_1_247?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-247,HP Odyssey Backpack for 15.6-inch Laptop (Grey/Green),"₹2,459","5,131","5,131",,,
253,https://www.amazon.in//Kuber-Industries-Transparent-Waterproof-F_26_KUBBMART017038/dp/B08WK5WQ3K/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-248,"Kuber Industries Large Size Crystal Clear Plastic Cosmetic Bags Travel PVC Vinyl Toiletry Bag, Zipper Large Transparent Waterproof Make-Up Case Organizer Bag (Blue) (F_26_KUBBMART017038)",₹244.88,20,20,,,
254,https://www.amazon.in//Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_249?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-249,Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow,₹799,"1,413","1,413",,,
255,https://www.amazon.in//F-Gear-Lattitude-Blue-Navy-Orange-Sports-Waist-Bag/dp/B08NYH3WJD/ref=sr_1_250?crid=2M096C61O4MLT&keywords=bags&qid=1675444891&sprefix=ba%2Caps%2C283&sr=8-250,F Gear Lattitude Blue Navy Orange Sports Waist Bag (3686),₹449,153,153,,,
